"COUNTRY","Country","POLLUTANT","Pollutant","ACTIVITY","Activity ","MEASURE","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","CO2","Carbon dioxide","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,281969,,
"CHE","Switzerland","CH4","Methane","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,43,,
"CHE","Switzerland","N2O","Nitrous oxide","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8,,
"AUT","Austria","CO2","Carbon dioxide","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,115286,,
"AUT","Austria","CH4","Methane","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","N2O","Nitrous oxide","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"BEL","Belgium","CO2","Carbon dioxide","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1217545,,
"BEL","Belgium","CH4","Methane","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,11,,
"BEL","Belgium","N2O","Nitrous oxide","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,46,,
"CZE","Czech Republic","CO2","Carbon dioxide","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,118801,,
"CZE","Czech Republic","CH4","Methane","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9,,
"CZE","Czech Republic","N2O","Nitrous oxide","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"CHE","Switzerland","CO2","Carbon dioxide","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12114,,
"CHE","Switzerland","CH4","Methane","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CHE","Switzerland","N2O","Nitrous oxide","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","CO2","Carbon dioxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,10493,,
"AUT","Austria","CH4","Methane","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","N2O","Nitrous oxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,181139,,
"BEL","Belgium","CH4","Methane","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12,,
"BEL","Belgium","N2O","Nitrous oxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CZE","Czech Republic","CO2","Carbon dioxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,26832,,
"CZE","Czech Republic","CH4","Methane","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CZE","Czech Republic","N2O","Nitrous oxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CHE","Switzerland","CO2","Carbon dioxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,47152,,
"CHE","Switzerland","CH4","Methane","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8,,
"CHE","Switzerland","N2O","Nitrous oxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","CO2","Carbon dioxide","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,37631,,
"AUT","Austria","CH4","Methane","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","N2O","Nitrous oxide","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"BEL","Belgium","CO2","Carbon dioxide","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9977,,
"BEL","Belgium","CH4","Methane","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"BEL","Belgium","N2O","Nitrous oxide","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CZE","Czech Republic","CO2","Carbon dioxide","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,62833,,
"CZE","Czech Republic","CH4","Methane","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"CZE","Czech Republic","N2O","Nitrous oxide","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CHE","Switzerland","CO2","Carbon dioxide","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,24068,,
"CHE","Switzerland","CH4","Methane","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CHE","Switzerland","N2O","Nitrous oxide","N79","Travel agency, tour operator reservation service and related activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","CO2","Carbon dioxide","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,122792,,
"AUT","Austria","CH4","Methane","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"AUT","Austria","N2O","Nitrous oxide","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"BEL","Belgium","CO2","Carbon dioxide","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,298839,,
"BEL","Belgium","CH4","Methane","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8,,
"BEL","Belgium","N2O","Nitrous oxide","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,11,,
"CZE","Czech Republic","CO2","Carbon dioxide","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,157096,,
"CZE","Czech Republic","CH4","Methane","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,13,,
"CZE","Czech Republic","N2O","Nitrous oxide","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"CHE","Switzerland","CO2","Carbon dioxide","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,198635,,
"CHE","Switzerland","CH4","Methane","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,31,,
"CHE","Switzerland","N2O","Nitrous oxide","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"AUT","Austria","CO2","Carbon dioxide","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,524105,,
"AUT","Austria","CH4","Methane","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,38,,
"AUT","Austria","N2O","Nitrous oxide","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12,,
"BEL","Belgium","CO2","Carbon dioxide","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1081153,,
"BEL","Belgium","CH4","Methane","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,63,,
"BEL","Belgium","N2O","Nitrous oxide","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,25,,
"CZE","Czech Republic","CO2","Carbon dioxide","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,179971,,
"CZE","Czech Republic","CH4","Methane","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,19,,
"CHE","Switzerland","CO2","Carbon dioxide","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1367194,,
"CHE","Switzerland","CH4","Methane","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,311,,
"CHE","Switzerland","N2O","Nitrous oxide","O","Public administration and defence; compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,30,,
"AUT","Austria","CO2","Carbon dioxide","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,52217,,
"AUT","Austria","CH4","Methane","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"AUT","Austria","N2O","Nitrous oxide","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"BEL","Belgium","CO2","Carbon dioxide","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,519762,,
"BEL","Belgium","CH4","Methane","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,57,,
"BEL","Belgium","N2O","Nitrous oxide","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"CZE","Czech Republic","CO2","Carbon dioxide","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,152659,,
"CZE","Czech Republic","CH4","Methane","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,14,,
"CHE","Switzerland","CO2","Carbon dioxide","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,71101,,
"CHE","Switzerland","CH4","Methane","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"CHE","Switzerland","N2O","Nitrous oxide","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","CO2","Carbon dioxide","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,206121,,
"AUT","Austria","CH4","Methane","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,15,,
"AUT","Austria","N2O","Nitrous oxide","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,51,,
"BEL","Belgium","CO2","Carbon dioxide","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,766724,,
"BEL","Belgium","CH4","Methane","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,74,,
"BEL","Belgium","N2O","Nitrous oxide","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,360,,
"CZE","Czech Republic","CO2","Carbon dioxide","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,267622,,
"CZE","Czech Republic","CH4","Methane","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,23,,
"CHE","Switzerland","CO2","Carbon dioxide","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,734404,,
